"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; n.d., not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
11006;908.595;n.d.;n.d.;-6.46E+01;n.d.
11008;908.43;n.d.;n.d.;-6.48E+01;n.d.
11010;908.265;n.d.;n.d.;-6.49E+01;n.d.
11012;908.1;n.d.;n.d.;-6.51E+01;n.d.
11014;907.935;n.d.;n.d.;-6.52E+01;n.d.
11016;907.771;n.d.;n.d.;-6.54E+01;n.d.
11018;907.606;n.d.;n.d.;-6.55E+01;n.d.
11020;907.441;n.d.;n.d.;-6.57E+01;n.d.
11022;907.276;n.d.;n.d.;-6.58E+01;n.d.
11024;907.112;n.d.;n.d.;-6.59E+01;n.d.
11026;906.947;n.d.;n.d.;-6.61E+01;n.d.
11028;906.783;n.d.;n.d.;-6.62E+01;n.d.
11030;906.618;n.d.;n.d.;-6.64E+01;n.d.
11032;906.454;n.d.;n.d.;-6.65E+01;n.d.
11034;906.29;n.d.;n.d.;-6.67E+01;n.d.
11036;906.125;n.d.;n.d.;-6.68E+01;n.d.
11038;905.961;n.d.;n.d.;-6.70E+01;n.d.
11040;905.797;n.d.;n.d.;-6.71E+01;n.d.
11042;905.633;n.d.;n.d.;-6.73E+01;n.d.
11044;905.469;n.d.;n.d.;-6.74E+01;n.d.
11046;905.305;n.d.;n.d.;-6.75E+01;n.d.
11048;905.141;n.d.;n.d.;-6.77E+01;n.d.
11050;904.977;n.d.;n.d.;-6.78E+01;n.d.
11052;904.814;n.d.;n.d.;-6.80E+01;n.d.
11054;904.65;n.d.;n.d.;-6.81E+01;n.d.
11056;904.486;n.d.;n.d.;-6.83E+01;n.d.
11058;904.323;n.d.;n.d.;-6.84E+01;n.d.
11060;904.159;n.d.;n.d.;-6.86E+01;n.d.
11062;903.996;n.d.;n.d.;-6.87E+01;n.d.
11064;903.832;n.d.;n.d.;-6.88E+01;n.d.
11066;903.669;n.d.;n.d.;-6.90E+01;n.d.
11068;903.506;n.d.;n.d.;-6.91E+01;n.d.
11070;903.342;n.d.;n.d.;-6.93E+01;n.d.
11072;903.179;n.d.;n.d.;-6.94E+01;n.d.
11074;903.016;n.d.;n.d.;-6.96E+01;n.d.
11076;902.853;n.d.;n.d.;-6.97E+01;n.d.
11078;902.69;n.d.;n.d.;-6.98E+01;n.d.
11080;902.527;n.d.;n.d.;-7.00E+01;n.d.
11082;902.364;n.d.;n.d.;-7.01E+01;n.d.
11084;902.201;n.d.;n.d.;-7.03E+01;n.d.
11086;902.039;n.d.;n.d.;-7.04E+01;n.d.
11088;901.876;n.d.;n.d.;-7.05E+01;n.d.
11090;901.713;n.d.;n.d.;-7.07E+01;n.d.
11092;901.551;n.d.;n.d.;-7.08E+01;n.d.
11094;901.388;n.d.;n.d.;-7.10E+01;n.d.
11096;901.226;n.d.;n.d.;-7.11E+01;n.d.
11098;901.063;n.d.;n.d.;-7.12E+01;n.d.
11100;900.901;n.d.;n.d.;-7.14E+01;n.d.
11102;900.739;n.d.;n.d.;-7.15E+01;n.d.
11104;900.576;n.d.;n.d.;-7.16E+01;n.d.
11106;900.414;n.d.;n.d.;-7.18E+01;n.d.
11108;900.252;n.d.;n.d.;-7.19E+01;n.d.
11110;900.09;n.d.;n.d.;-7.21E+01;n.d.
11112;899.928;n.d.;n.d.;-7.22E+01;n.d.
11114;899.766;n.d.;n.d.;-7.23E+01;n.d.
11116;899.604;n.d.;n.d.;-7.25E+01;n.d.
11118;899.442;n.d.;n.d.;-7.26E+01;n.d.
11120;899.281;n.d.;n.d.;-7.28E+01;n.d.
11122;899.119;n.d.;n.d.;-7.29E+01;n.d.
11124;898.957;n.d.;n.d.;-7.31E+01;n.d.
11126;898.796;n.d.;n.d.;-7.32E+01;n.d.
11128;898.634;n.d.;n.d.;-7.34E+01;n.d.
11130;898.473;n.d.;n.d.;-7.35E+01;n.d.
11132;898.311;n.d.;n.d.;-7.36E+01;n.d.
11134;898.15;n.d.;n.d.;-7.38E+01;n.d.
11136;897.989;n.d.;n.d.;-7.39E+01;n.d.
11138;897.827;n.d.;n.d.;-7.41E+01;n.d.
11140;897.666;n.d.;n.d.;-7.42E+01;n.d.
11142;897.505;n.d.;n.d.;-7.44E+01;n.d.
11144;897.344;n.d.;n.d.;-7.45E+01;n.d.
11146;897.183;n.d.;n.d.;-7.47E+01;n.d.
11148;897.022;n.d.;n.d.;-7.48E+01;n.d.
11150;896.861;n.d.;n.d.;-7.50E+01;n.d.
11152;896.7;n.d.;n.d.;-7.51E+01;n.d.
11154;896.539;n.d.;n.d.;-7.53E+01;n.d.
11156;896.379;n.d.;n.d.;-7.54E+01;n.d.
11158;896.218;n.d.;n.d.;-7.56E+01;n.d.
11160;896.057;n.d.;n.d.;-7.57E+01;n.d.
11162;895.897;n.d.;n.d.;-7.59E+01;n.d.
11164;895.736;n.d.;n.d.;-7.60E+01;n.d.
11166;895.576;n.d.;n.d.;-7.62E+01;n.d.
11168;895.415;n.d.;n.d.;-7.63E+01;n.d.
11170;895.255;n.d.;n.d.;-7.65E+01;n.d.
11172;895.095;n.d.;n.d.;-7.66E+01;n.d.
11174;894.935;n.d.;n.d.;-7.68E+01;n.d.
11176;894.775;n.d.;n.d.;-7.69E+01;n.d.
11178;894.614;n.d.;n.d.;-7.71E+01;n.d.
11180;894.454;n.d.;n.d.;-7.72E+01;n.d.
11182;894.294;n.d.;n.d.;-7.73E+01;n.d.
11184;894.134;n.d.;n.d.;-7.75E+01;n.d.
11186;893.975;n.d.;n.d.;-7.76E+01;n.d.
11188;893.815;n.d.;n.d.;-7.78E+01;n.d.
11190;893.655;n.d.;n.d.;-7.79E+01;n.d.
11192;893.495;n.d.;n.d.;-7.81E+01;n.d.
11194;893.336;n.d.;n.d.;-7.82E+01;n.d.
11196;893.176;n.d.;n.d.;-7.84E+01;n.d.
11198;893.017;n.d.;n.d.;-7.85E+01;n.d.
11200;892.857;n.d.;n.d.;-7.86E+01;n.d.
11202;892.698;n.d.;n.d.;-7.88E+01;n.d.
11204;892.538;n.d.;n.d.;-7.89E+01;n.d.
11206;892.379;n.d.;n.d.;-7.91E+01;n.d.
11208;892.22;n.d.;n.d.;-7.92E+01;n.d.
11210;892.061;n.d.;n.d.;-7.93E+01;n.d.
11212;891.902;n.d.;n.d.;-7.95E+01;n.d.
11214;891.742;n.d.;n.d.;-7.96E+01;n.d.
11216;891.583;n.d.;n.d.;-7.98E+01;n.d.
11218;891.424;n.d.;n.d.;-7.99E+01;n.d.
11220;891.266;n.d.;n.d.;-8.00E+01;n.d.
11222;891.107;n.d.;n.d.;-8.02E+01;n.d.
11224;890.948;n.d.;n.d.;-8.03E+01;n.d.
11226;890.789;n.d.;n.d.;-8.05E+01;n.d.
11228;890.631;n.d.;n.d.;-8.06E+01;n.d.
11230;890.472;n.d.;n.d.;-8.07E+01;n.d.
11232;890.313;n.d.;n.d.;-8.09E+01;n.d.
11234;890.155;n.d.;n.d.;-8.10E+01;n.d.
11236;889.996;n.d.;n.d.;-8.12E+01;n.d.
11238;889.838;n.d.;n.d.;-8.13E+01;n.d.
11240;889.68;n.d.;n.d.;-8.14E+01;n.d.
11242;889.521;n.d.;n.d.;-8.16E+01;n.d.
11244;889.363;n.d.;n.d.;-8.17E+01;n.d.
11246;889.205;n.d.;n.d.;-8.19E+01;n.d.
11248;889.047;n.d.;n.d.;-8.20E+01;n.d.
11250;888.889;n.d.;n.d.;-8.21E+01;n.d.
11252;888.731;n.d.;n.d.;-8.23E+01;n.d.
11254;888.573;n.d.;n.d.;-8.24E+01;n.d.
11256;888.415;n.d.;n.d.;-8.26E+01;n.d.
11258;888.257;n.d.;n.d.;-8.27E+01;n.d.
11260;888.099;n.d.;n.d.;-8.29E+01;n.d.
11262;887.942;n.d.;n.d.;-8.30E+01;n.d.
11264;887.784;n.d.;n.d.;-8.32E+01;n.d.
11266;887.626;n.d.;n.d.;-8.33E+01;n.d.
11268;887.469;n.d.;n.d.;-8.35E+01;n.d.
11270;887.311;n.d.;n.d.;-8.36E+01;n.d.
11272;887.154;n.d.;n.d.;-8.38E+01;n.d.
11274;886.997;n.d.;n.d.;-8.39E+01;n.d.
11276;886.839;n.d.;n.d.;-8.41E+01;n.d.
11278;886.682;n.d.;n.d.;-8.42E+01;n.d.
11280;886.525;n.d.;n.d.;-8.43E+01;n.d.
11282;886.368;n.d.;n.d.;-8.45E+01;n.d.
11284;886.211;n.d.;n.d.;-8.46E+01;n.d.
11286;886.054;n.d.;n.d.;-8.48E+01;n.d.
11288;885.897;n.d.;n.d.;-8.49E+01;n.d.
11290;885.74;n.d.;n.d.;-8.51E+01;n.d.
11292;885.583;n.d.;n.d.;-8.52E+01;n.d.
11294;885.426;n.d.;n.d.;-8.54E+01;n.d.
11296;885.269;n.d.;n.d.;-8.55E+01;n.d.
11298;885.112;n.d.;n.d.;-8.57E+01;n.d.
11300;884.956;n.d.;n.d.;-8.58E+01;n.d.
11302;884.799;n.d.;n.d.;-8.59E+01;n.d.
11304;884.643;n.d.;n.d.;-8.61E+01;n.d.
11306;884.486;n.d.;n.d.;-8.62E+01;n.d.
11308;884.33;n.d.;n.d.;-8.64E+01;n.d.
11310;884.173;n.d.;n.d.;-8.65E+01;n.d.
11312;884.017;n.d.;n.d.;-8.66E+01;n.d.
11314;883.861;n.d.;n.d.;-8.68E+01;n.d.
11316;883.704;n.d.;n.d.;-8.69E+01;n.d.
11318;883.548;n.d.;n.d.;-8.70E+01;n.d.
11320;883.392;n.d.;n.d.;-8.72E+01;n.d.
11322;883.236;n.d.;n.d.;-8.73E+01;n.d.
11324;883.08;n.d.;n.d.;-8.74E+01;n.d.
11326;882.924;n.d.;n.d.;-8.76E+01;n.d.
11328;882.768;n.d.;n.d.;-8.77E+01;n.d.
11330;882.613;n.d.;n.d.;-8.78E+01;n.d.
11332;882.457;n.d.;n.d.;-8.80E+01;n.d.
11334;882.301;n.d.;n.d.;-8.81E+01;n.d.
11336;882.145;n.d.;n.d.;-8.82E+01;n.d.
11338;881.99;n.d.;n.d.;-8.84E+01;n.d.
11340;881.834;n.d.;n.d.;-8.85E+01;n.d.
11342;881.679;n.d.;n.d.;-8.86E+01;n.d.
11344;881.523;n.d.;n.d.;-8.88E+01;n.d.
11346;881.368;n.d.;n.d.;-8.89E+01;n.d.
11348;881.213;n.d.;n.d.;-8.90E+01;n.d.
11350;881.057;n.d.;n.d.;-8.92E+01;n.d.
11352;880.902;n.d.;n.d.;-8.93E+01;n.d.
11354;880.747;n.d.;n.d.;-8.94E+01;n.d.
11356;880.592;n.d.;n.d.;-8.96E+01;n.d.
11358;880.437;n.d.;n.d.;-8.97E+01;n.d.
11360;880.282;n.d.;n.d.;-8.98E+01;n.d.
11362;880.127;n.d.;n.d.;-9.00E+01;n.d.
11364;879.972;n.d.;n.d.;-9.01E+01;n.d.
11366;879.817;n.d.;n.d.;-9.02E+01;n.d.
11368;879.662;n.d.;n.d.;-9.04E+01;n.d.
11370;879.507;n.d.;n.d.;-9.05E+01;n.d.
11372;879.353;n.d.;n.d.;-9.06E+01;n.d.
11374;879.198;n.d.;n.d.;-9.08E+01;n.d.
11376;879.044;n.d.;n.d.;-9.09E+01;n.d.
11378;878.889;n.d.;n.d.;-9.11E+01;n.d.
11380;878.735;n.d.;n.d.;-9.12E+01;n.d.
11382;878.58;n.d.;n.d.;-9.13E+01;n.d.
11384;878.426;n.d.;n.d.;-9.15E+01;n.d.
11386;878.272;n.d.;n.d.;-9.16E+01;n.d.
11388;878.117;n.d.;n.d.;-9.17E+01;n.d.
11390;877.963;n.d.;n.d.;-9.19E+01;n.d.
11392;877.809;n.d.;n.d.;-9.20E+01;n.d.
11394;877.655;n.d.;n.d.;-9.21E+01;n.d.
11396;877.501;n.d.;n.d.;-9.23E+01;n.d.
11398;877.347;n.d.;n.d.;-9.24E+01;n.d.
11400;877.193;n.d.;n.d.;-9.26E+01;n.d.
11402;877.039;n.d.;n.d.;-9.27E+01;n.d.
11404;876.885;n.d.;n.d.;-9.28E+01;n.d.
11406;876.732;n.d.;n.d.;-9.30E+01;n.d.
11408;876.578;n.d.;n.d.;-9.31E+01;n.d.
11410;876.424;n.d.;n.d.;-9.33E+01;n.d.
11412;876.271;n.d.;n.d.;-9.34E+01;n.d.
11414;876.117;n.d.;n.d.;-9.35E+01;n.d.
11416;875.964;n.d.;n.d.;-9.37E+01;n.d.
11418;875.81;n.d.;n.d.;-9.38E+01;n.d.
11420;875.657;n.d.;n.d.;-9.39E+01;n.d.
11422;875.503;n.d.;n.d.;-9.41E+01;n.d.
11424;875.35;n.d.;n.d.;-9.42E+01;n.d.
11426;875.197;n.d.;n.d.;-9.44E+01;n.d.
11428;875.044;n.d.;n.d.;-9.45E+01;n.d.
11430;874.891;n.d.;n.d.;-9.46E+01;n.d.
11432;874.738;n.d.;n.d.;-9.48E+01;n.d.
11434;874.585;n.d.;n.d.;-9.49E+01;n.d.
11436;874.432;n.d.;n.d.;-9.51E+01;n.d.
11438;874.279;n.d.;n.d.;-9.52E+01;n.d.
11440;874.126;n.d.;n.d.;-9.53E+01;n.d.
11442;873.973;n.d.;n.d.;-9.55E+01;n.d.
11444;873.82;n.d.;n.d.;-9.56E+01;n.d.
11446;873.668;n.d.;n.d.;-9.57E+01;n.d.
11448;873.515;n.d.;n.d.;-9.59E+01;n.d.
11450;873.362;n.d.;n.d.;-9.60E+01;n.d.
11452;873.21;n.d.;n.d.;-9.62E+01;n.d.
11454;873.057;n.d.;n.d.;-9.63E+01;n.d.
11456;872.905;n.d.;n.d.;-9.64E+01;n.d.
11458;872.753;n.d.;n.d.;-9.66E+01;n.d.
11460;872.6;n.d.;n.d.;-9.67E+01;n.d.
11462;872.448;n.d.;n.d.;-9.68E+01;n.d.
11464;872.296;n.d.;n.d.;-9.70E+01;n.d.
11466;872.144;n.d.;n.d.;-9.71E+01;n.d.
11468;871.992;n.d.;n.d.;-9.73E+01;n.d.
11470;871.84;n.d.;n.d.;-9.74E+01;n.d.
11472;871.688;n.d.;n.d.;-9.75E+01;n.d.
11474;871.536;n.d.;n.d.;-9.77E+01;n.d.
11476;871.384;n.d.;n.d.;-9.78E+01;n.d.
11478;871.232;n.d.;n.d.;-9.80E+01;n.d.
11480;871.08;n.d.;n.d.;-9.81E+01;n.d.
11482;870.928;n.d.;n.d.;-9.82E+01;n.d.
11484;870.777;n.d.;n.d.;-9.84E+01;n.d.
11486;870.625;n.d.;n.d.;-9.85E+01;n.d.
11488;870.474;n.d.;n.d.;-9.86E+01;n.d.
11490;870.322;n.d.;n.d.;-9.88E+01;n.d.
11492;870.171;n.d.;n.d.;-9.89E+01;n.d.
11494;870.019;n.d.;n.d.;-9.90E+01;n.d.
11496;869.868;n.d.;n.d.;-9.92E+01;n.d.
11498;869.716;n.d.;n.d.;-9.93E+01;n.d.
11500;869.565;n.d.;n.d.;-9.94E+01;n.d.
11502;869.414;n.d.;n.d.;-9.96E+01;n.d.
11504;869.263;n.d.;n.d.;-9.97E+01;n.d.
11506;869.112;n.d.;n.d.;-9.98E+01;n.d.
11508;868.961;n.d.;n.d.;-9.99E+01;n.d.
11510;868.81;n.d.;n.d.;-1.00E+02;n.d.
11512;868.659;n.d.;n.d.;-1.00E+02;n.d.
11514;868.508;n.d.;n.d.;-1.00E+02;n.d.
11516;868.357;n.d.;n.d.;-1.00E+02;n.d.
11518;868.206;n.d.;n.d.;-1.01E+02;n.d.
11520;868.056;n.d.;n.d.;-1.01E+02;n.d.
11522;867.905;n.d.;n.d.;-1.01E+02;n.d.
11524;867.754;n.d.;n.d.;-1.01E+02;n.d.
11526;867.604;n.d.;n.d.;-1.01E+02;n.d.
11528;867.453;n.d.;n.d.;-1.01E+02;n.d.
11530;867.303;n.d.;n.d.;-1.01E+02;n.d.
11532;867.152;n.d.;n.d.;-1.01E+02;n.d.
11534;867.002;n.d.;n.d.;-1.02E+02;n.d.
11536;866.852;n.d.;n.d.;-1.02E+02;n.d.
11538;866.701;n.d.;n.d.;-1.02E+02;n.d.
11540;866.551;n.d.;n.d.;-1.02E+02;n.d.
11542;866.401;n.d.;n.d.;-1.02E+02;n.d.
11544;866.251;n.d.;n.d.;-1.02E+02;n.d.
11546;866.101;n.d.;n.d.;-1.02E+02;n.d.
11548;865.951;n.d.;n.d.;-1.02E+02;n.d.
11550;865.801;n.d.;n.d.;-1.03E+02;n.d.
11552;865.651;n.d.;n.d.;-1.03E+02;n.d.
11554;865.501;n.d.;n.d.;-1.03E+02;n.d.
11556;865.351;n.d.;n.d.;-1.03E+02;n.d.
11558;865.202;n.d.;n.d.;-1.03E+02;n.d.
11560;865.052;n.d.;n.d.;-1.03E+02;n.d.
11562;864.902;n.d.;n.d.;-1.03E+02;n.d.
11564;864.753;n.d.;n.d.;-1.03E+02;n.d.
11566;864.603;n.d.;n.d.;-1.04E+02;n.d.
11568;864.454;n.d.;n.d.;-1.04E+02;n.d.
11570;864.304;n.d.;n.d.;-1.04E+02;n.d.
11572;864.155;n.d.;n.d.;-1.04E+02;n.d.
11574;864.006;n.d.;n.d.;-1.04E+02;n.d.
11576;863.856;n.d.;n.d.;-1.04E+02;n.d.
11578;863.707;n.d.;n.d.;-1.04E+02;n.d.
11580;863.558;n.d.;n.d.;-1.05E+02;n.d.
11582;863.409;n.d.;n.d.;-1.05E+02;n.d.
11584;863.26;n.d.;n.d.;-1.05E+02;n.d.
11586;863.111;n.d.;n.d.;-1.05E+02;n.d.
11588;862.962;n.d.;n.d.;-1.05E+02;n.d.
11590;862.813;n.d.;n.d.;-1.05E+02;n.d.
11592;862.664;n.d.;n.d.;-1.05E+02;n.d.
11594;862.515;n.d.;n.d.;-1.05E+02;n.d.
11596;862.366;n.d.;n.d.;-1.05E+02;n.d.
11598;862.218;n.d.;n.d.;-1.06E+02;n.d.
11600;862.069;n.d.;n.d.;-1.06E+02;n.d.
11602;861.92;n.d.;n.d.;-1.06E+02;n.d.
11604;861.772;n.d.;n.d.;-1.06E+02;n.d.
11606;861.623;n.d.;n.d.;-1.06E+02;n.d.
11608;861.475;n.d.;n.d.;-1.06E+02;n.d.
11610;861.326;n.d.;n.d.;-1.06E+02;n.d.
11612;861.178;n.d.;n.d.;-1.06E+02;n.d.
11614;861.03;n.d.;n.d.;-1.06E+02;n.d.
11616;860.882;n.d.;n.d.;-1.07E+02;n.d.
11618;860.733;n.d.;n.d.;-1.07E+02;n.d.
11620;860.585;n.d.;n.d.;-1.07E+02;n.d.
11622;860.437;n.d.;n.d.;-1.07E+02;n.d.
11624;860.289;n.d.;n.d.;-1.07E+02;n.d.
11626;860.141;n.d.;n.d.;-1.07E+02;n.d.
11628;859.993;n.d.;n.d.;-1.07E+02;n.d.
11630;859.845;n.d.;n.d.;-1.07E+02;n.d.
11632;859.697;n.d.;n.d.;-1.07E+02;n.d.
11634;859.55;n.d.;n.d.;-1.08E+02;n.d.
11636;859.402;n.d.;n.d.;-1.08E+02;n.d.
11638;859.254;n.d.;n.d.;-1.08E+02;n.d.
11640;859.107;n.d.;n.d.;-1.08E+02;n.d.
11642;858.959;n.d.;n.d.;-1.08E+02;n.d.
11644;858.811;n.d.;n.d.;-1.08E+02;n.d.
11646;858.664;n.d.;n.d.;-1.08E+02;n.d.
11648;858.516;n.d.;n.d.;-1.08E+02;n.d.
11650;858.369;n.d.;n.d.;-1.08E+02;n.d.
11652;858.222;n.d.;n.d.;-1.09E+02;n.d.
11654;858.074;n.d.;n.d.;-1.09E+02;n.d.
11656;857.927;n.d.;n.d.;-1.09E+02;n.d.
11658;857.78;n.d.;n.d.;-1.09E+02;n.d.
11660;857.633;n.d.;n.d.;-1.09E+02;n.d.
11662;857.486;n.d.;n.d.;-1.09E+02;n.d.
11664;857.339;n.d.;n.d.;-1.09E+02;n.d.
11666;857.192;n.d.;n.d.;-1.09E+02;n.d.
11668;857.045;n.d.;n.d.;-1.09E+02;n.d.
11670;856.898;n.d.;n.d.;-1.09E+02;n.d.
11672;856.751;n.d.;n.d.;-1.10E+02;n.d.
11674;856.604;n.d.;n.d.;-1.10E+02;n.d.
11676;856.458;n.d.;n.d.;-1.10E+02;n.d.
11678;856.311;n.d.;n.d.;-1.10E+02;n.d.
11680;856.164;n.d.;n.d.;-1.10E+02;n.d.
11682;856.018;n.d.;n.d.;-1.10E+02;n.d.
11684;855.871;n.d.;n.d.;-1.10E+02;n.d.
11686;855.725;n.d.;n.d.;-1.10E+02;n.d.
11688;855.578;n.d.;n.d.;-1.10E+02;n.d.
11690;855.432;n.d.;n.d.;-1.10E+02;n.d.
11692;855.286;n.d.;n.d.;-1.10E+02;n.d.
11694;855.139;n.d.;n.d.;-1.11E+02;n.d.
11696;854.993;n.d.;n.d.;-1.11E+02;n.d.
11698;854.847;n.d.;n.d.;-1.11E+02;n.d.
11700;854.701;n.d.;n.d.;-1.11E+02;n.d.
11702;854.555;n.d.;n.d.;-1.11E+02;n.d.
11704;854.409;n.d.;n.d.;-1.11E+02;n.d.
11706;854.263;n.d.;n.d.;-1.11E+02;n.d.
11708;854.117;n.d.;n.d.;-1.11E+02;n.d.
11710;853.971;n.d.;n.d.;-1.11E+02;n.d.
11712;853.825;n.d.;n.d.;-1.11E+02;n.d.
11714;853.679;n.d.;n.d.;-1.11E+02;n.d.
11716;853.534;n.d.;n.d.;-1.12E+02;n.d.
11718;853.388;n.d.;n.d.;-1.12E+02;n.d.
11720;853.242;n.d.;n.d.;-1.12E+02;n.d.
11722;853.097;n.d.;n.d.;-1.12E+02;n.d.
11724;852.951;n.d.;n.d.;-1.12E+02;n.d.
11726;852.806;n.d.;n.d.;-1.12E+02;n.d.
11728;852.66;n.d.;n.d.;-1.12E+02;n.d.
11730;852.515;n.d.;n.d.;-1.12E+02;n.d.
11732;852.37;n.d.;n.d.;-1.12E+02;n.d.
11734;852.224;n.d.;n.d.;-1.12E+02;n.d.
11736;852.079;n.d.;n.d.;-1.13E+02;n.d.
11738;851.934;n.d.;n.d.;-1.13E+02;n.d.
11740;851.789;n.d.;n.d.;-1.13E+02;n.d.
11742;851.644;n.d.;n.d.;-1.13E+02;n.d.
11744;851.499;n.d.;n.d.;-1.13E+02;n.d.
11746;851.354;n.d.;n.d.;-1.13E+02;n.d.
11748;851.209;n.d.;n.d.;-1.13E+02;n.d.
11750;851.064;n.d.;n.d.;-1.13E+02;n.d.
11752;850.919;n.d.;n.d.;-1.13E+02;n.d.
11754;850.774;n.d.;n.d.;-1.13E+02;n.d.
11756;850.629;n.d.;n.d.;-1.13E+02;n.d.
11758;850.485;n.d.;n.d.;-1.14E+02;n.d.
11760;850.34;n.d.;n.d.;-1.14E+02;n.d.
11762;850.196;n.d.;n.d.;-1.14E+02;n.d.
11764;850.051;n.d.;n.d.;-1.14E+02;n.d.
11766;849.907;n.d.;n.d.;-1.14E+02;n.d.
11768;849.762;n.d.;n.d.;-1.14E+02;n.d.
11770;849.618;n.d.;n.d.;-1.14E+02;n.d.
11772;849.473;n.d.;n.d.;-1.14E+02;n.d.
11774;849.329;n.d.;n.d.;-1.14E+02;n.d.
11776;849.185;n.d.;n.d.;-1.14E+02;n.d.
11778;849.041;n.d.;n.d.;-1.15E+02;n.d.
11780;848.896;n.d.;n.d.;-1.15E+02;n.d.
11782;848.752;n.d.;n.d.;-1.15E+02;n.d.
11784;848.608;n.d.;n.d.;-1.15E+02;n.d.
11786;848.464;n.d.;n.d.;-1.15E+02;n.d.
11788;848.32;n.d.;n.d.;-1.15E+02;n.d.
11790;848.176;n.d.;n.d.;-1.15E+02;n.d.
11792;848.033;n.d.;n.d.;-1.15E+02;n.d.
11794;847.889;n.d.;n.d.;-1.15E+02;n.d.
11796;847.745;n.d.;n.d.;-1.15E+02;n.d.
11798;847.601;n.d.;n.d.;-1.16E+02;n.d.
11800;847.458;n.d.;n.d.;-1.16E+02;n.d.
11802;847.314;n.d.;n.d.;-1.16E+02;n.d.
11804;847.17;n.d.;n.d.;-1.16E+02;n.d.
11806;847.027;n.d.;n.d.;-1.16E+02;n.d.
11808;846.883;n.d.;n.d.;-1.16E+02;n.d.
11810;846.74;n.d.;n.d.;-1.16E+02;n.d.
11812;846.597;n.d.;n.d.;-1.16E+02;n.d.
11814;846.453;n.d.;n.d.;-1.16E+02;n.d.
11816;846.31;n.d.;n.d.;-1.16E+02;n.d.
11818;846.167;n.d.;n.d.;-1.16E+02;n.d.
11820;846.024;n.d.;n.d.;-1.16E+02;n.d.
11822;845.881;n.d.;n.d.;-1.17E+02;n.d.
11824;845.737;n.d.;n.d.;-1.17E+02;n.d.
11826;845.594;n.d.;n.d.;-1.17E+02;n.d.
11828;845.451;n.d.;n.d.;-1.17E+02;n.d.
11830;845.309;n.d.;n.d.;-1.17E+02;n.d.
11832;845.166;n.d.;n.d.;-1.17E+02;n.d.
11834;845.023;n.d.;n.d.;-1.17E+02;n.d.
11836;844.88;n.d.;n.d.;-1.17E+02;n.d.
11838;844.737;n.d.;n.d.;-1.17E+02;n.d.
11840;844.595;n.d.;n.d.;-1.17E+02;n.d.
11842;844.452;n.d.;n.d.;-1.17E+02;n.d.
11844;844.309;n.d.;n.d.;-1.17E+02;n.d.
11846;844.167;n.d.;n.d.;-1.17E+02;n.d.
11848;844.024;n.d.;n.d.;-1.18E+02;n.d.
11850;843.882;n.d.;n.d.;-1.18E+02;n.d.
11852;843.739;n.d.;n.d.;-1.18E+02;n.d.
11854;843.597;n.d.;n.d.;-1.18E+02;n.d.
11856;843.455;n.d.;n.d.;-1.18E+02;n.d.
11858;843.313;n.d.;n.d.;-1.18E+02;n.d.
11860;843.17;n.d.;n.d.;-1.18E+02;n.d.
11862;843.028;n.d.;n.d.;-1.18E+02;n.d.
11864;842.886;n.d.;n.d.;-1.18E+02;n.d.
11866;842.744;n.d.;n.d.;-1.18E+02;n.d.
11868;842.602;n.d.;n.d.;-1.18E+02;n.d.
11870;842.46;n.d.;n.d.;-1.18E+02;n.d.
11872;842.318;n.d.;n.d.;-1.19E+02;n.d.
11874;842.176;n.d.;n.d.;-1.19E+02;n.d.
11876;842.034;n.d.;n.d.;-1.19E+02;n.d.
11878;841.893;n.d.;n.d.;-1.19E+02;n.d.
11880;841.751;n.d.;n.d.;-1.19E+02;n.d.
11882;841.609;n.d.;n.d.;-1.19E+02;n.d.
11884;841.468;n.d.;n.d.;-1.19E+02;n.d.
11886;841.326;n.d.;n.d.;-1.19E+02;n.d.
11888;841.184;n.d.;n.d.;-1.19E+02;n.d.
11890;841.043;n.d.;n.d.;-1.19E+02;n.d.
11892;840.901;n.d.;n.d.;-1.19E+02;n.d.
11894;840.76;n.d.;n.d.;-1.19E+02;n.d.
11896;840.619;n.d.;n.d.;-1.19E+02;n.d.
11898;840.477;n.d.;n.d.;-1.19E+02;n.d.
11900;840.336;n.d.;n.d.;-1.20E+02;n.d.
11902;840.195;n.d.;n.d.;-1.20E+02;n.d.
11904;840.054;n.d.;n.d.;-1.20E+02;n.d.
11906;839.913;n.d.;n.d.;-1.20E+02;n.d.
11908;839.772;n.d.;n.d.;-1.20E+02;n.d.
11910;839.631;n.d.;n.d.;-1.20E+02;n.d.
11912;839.49;n.d.;n.d.;-1.20E+02;n.d.
11914;839.349;n.d.;n.d.;-1.20E+02;n.d.
11916;839.208;n.d.;n.d.;-1.20E+02;n.d.
